p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Slc35d1	2.13503703362686e-10	0.274436859660095	0.196	0.085	3.53690234990625e-06
Ifi47	2.16587375895935e-10	-0.39297442501912	0.599	0.688	3.58798646909206e-06
Tent5c	2.22499531971764e-10	-0.454599502671031	0.26	0.366	3.68592724664424e-06
Sept11	2.25287831380414e-10	0.362429651208785	0.5	0.358	3.73211821464793e-06
Themis	2.30012887544389e-10	-0.433732703437952	0.289	0.401	3.81039349506035e-06
Ccdc184	2.32699716681867e-10	0.324251561772139	0.123	0.035	3.85490350655182e-06
Cited2	2.49441537642166e-10	-0.365349409418775	0.351	0.472	4.13224851258012e-06
Lat	2.49503987914111e-10	-0.285218282458695	0.745	0.808	4.13328306378516e-06
Ifitm2	2.72425810711031e-10	0.706637337503912	0.517	0.399	4.51300598023894e-06
Zbtb32	2.77365213133009e-10	0.238856215291451	0.191	0.08	4.59483212076143e-06
Iigp1	2.7933009007154e-10	-0.401433873380643	0.15	0.26	4.62738227212513e-06
Scp2	2.84624252876069e-10	0.296244001684158	0.669	0.546	4.71508537314496e-06
Bbc3	2.94960252031486e-10	-0.39150798838683	0.235	0.347	4.88631153515359e-06
Fnta	3.23275183934519e-10	0.1968519997746	0.216	0.098	5.35537669705925e-06
Ccl5	3.54409959377617e-10	-0.226454937398404	0.775	0.841	5.8711553870496e-06
Chn2	4.51089342877933e-10	0.247266770439497	0.162	0.063	7.47274605411583e-06
Nmi	4.63464838014695e-10	-0.3538220894811	0.471	0.576	7.67775850655144e-06
Slfn5	4.7286028922156e-10	-0.384909394693027	0.26	0.379	7.83340355124436e-06
Ifitm1	4.83666081179609e-10	1.7815816251995	0.239	0.131	8.0124123008214e-06
Epsti1	5.03927267849327e-10	-0.296589763597643	0.845	0.855	8.34805911919196e-06
Rap2a	5.18116558186436e-10	0.289329646444635	0.24	0.123	8.58311890291649e-06
Cx3cr1	5.61227364783154e-10	0.223417690172962	0.133	0.043	9.29729252499773e-06
Hcst	5.82188904972646e-10	-0.317560716141204	0.867	0.888	9.64454139977685e-06
Hhex	5.8551857950021e-10	0.205350717311563	0.12	0.035	9.69970078800049e-06
Psmb9	5.89872540878642e-10	-0.320263146774815	0.806	0.828	9.77182851219559e-06
Kcnn4	6.24888142824982e-10	0.30993039178154	0.514	0.36	1.03518969740387e-05
Vgll4	6.35972999571395e-10	0.279244802079617	0.809	0.722	1.05355287108997e-05
Dnajb6	6.47444900440681e-10	0.328922017240194	0.863	0.76	1.07255722207003e-05
Irf1	7.00974786303515e-10	-0.435732730850148	0.562	0.655	1.1612348309904e-05
Tm2d2	7.15015120734386e-10	0.269951787992066	0.395	0.252	1.18449404900858e-05
Cmpk2	7.19901344312506e-10	-0.380812591776896	0.161	0.263	1.1925885669881e-05
Gcsh	7.31555847484931e-10	0.213397717751853	0.153	0.058	1.21189541694354e-05
Sla	7.39877569437155e-10	-0.381422848832659	0.489	0.601	1.22568118152959e-05
Izumo1r	8.65774010499094e-10	-0.298985092944581	0.054	0.126	1.4342412257928e-05
Gch1	8.72811313387266e-10	0.340791115383861	0.574	0.421	1.44589922175735e-05
Fam162a	9.04592493346066e-10	0.363440838942341	0.447	0.308	1.49854792447709e-05
Adipor2	9.40605581022279e-10	0.253418532907997	0.402	0.256	1.55820720552151e-05
Nfkbiz	9.56870842154971e-10	-0.374800194293116	0.419	0.55	1.58515223711393e-05
Cd28	1.17216954390465e-09	-0.430634270995931	0.633	0.721	1.94181606643245e-05
Ldha	1.18519276596632e-09	0.297187817614627	0.875	0.844	1.9633903360998e-05
Ddit4	1.18634618233107e-09	-0.514715572190459	0.285	0.388	1.96530108564965e-05
Fndc3a	1.2054594938872e-09	0.302253824312788	0.355	0.224	1.99696419757354e-05
Slfn8	1.27015656924906e-09	-0.384165111318747	0.291	0.404	2.10414137261799e-05
Lcp2	1.28328004887669e-09	-0.382982210316878	0.475	0.566	2.12588172896912e-05
Rheb	1.31281593744563e-09	0.289197599243534	0.692	0.568	2.17481088197243e-05
Tnf	1.35726131987317e-09	-0.450547829756794	0.287	0.404	2.24843910250189e-05
Ctsd	1.36619632516712e-09	0.380187431029881	0.762	0.696	2.26324083227184e-05
Parp8	1.45018773541453e-09	0.260448955730549	0.255	0.132	2.40238100248772e-05
Ctnnb1	1.51001238223007e-09	0.294080268415574	0.463	0.325	2.50148651240234e-05
Ostf1	1.55983830769165e-09	0.279423511356311	0.87	0.86	2.58402814052198e-05
H3f3b	1.60898274573794e-09	-0.244521881800328	1	1	2.66544081658948e-05
Gbp7	1.68164769191962e-09	-0.398532573214142	0.5	0.588	2.78581756643404e-05
Gabpb1	1.73560279728432e-09	0.430028420738285	0.377	0.251	2.8751995939812e-05
Hmgb2	2.01441044370634e-09	-0.391281948871602	0.874	0.907	3.33707234104393e-05
Ramp3	2.10871903855434e-09	0.330947619130432	0.261	0.136	3.49330395926912e-05
Gm47242	2.13195595175947e-09	-0.208847049936546	0.051	0.12	3.53179822968474e-05
Fbxo34	2.13536108301407e-09	0.285466503877662	0.275	0.153	3.53743917012111e-05
Zbtb8os	2.15412917594878e-09	0.28125899126361	0.392	0.259	3.56853039287676e-05
Ostc	2.21366990133544e-09	0.249418853326645	0.652	0.524	3.66716555855229e-05
Cd2	2.21835452645227e-09	-0.308083045971224	0.791	0.831	3.67492610852082e-05
Ccr5	2.28361102009194e-09	-0.469938111898233	0.316	0.412	3.7830300158843e-05
Emc10	2.31215798358834e-09	0.294981727353324	0.493	0.344	3.83032091561245e-05
Tespa1	2.33040871896437e-09	-0.285150380809183	0.203	0.319	3.86055508383638e-05
Ddx60	2.36098752825695e-09	-0.299292906006658	0.251	0.368	3.91121193931046e-05
Srsf9	2.36451927334985e-09	0.255351034094885	0.411	0.265	3.91706262823137e-05
BC005561	2.63435753760424e-09	0.226678362736352	0.231	0.117	4.36407669679518e-05
Car2	2.76959466421488e-09	0.394847582616186	0.179	0.08	4.58811052073837e-05
Hnrnpab	2.7754060006507e-09	0.285760076607528	0.736	0.615	4.59773758067795e-05
Cox5a	2.77751960895155e-09	0.237180765060179	0.874	0.841	4.60123898418914e-05
Cct5	3.02069547686664e-09	0.308293220758031	0.653	0.55	5.00408412697728e-05
Ndufa3	3.32549710081474e-09	-0.321907100603931	0.526	0.614	5.5090184972097e-05
Rab8a	3.37708891018868e-09	-0.304193073028293	0.661	0.718	5.59448548861856e-05
Ranbp1	3.37850500504869e-09	0.332276447301121	0.65	0.527	5.59683139136366e-05
Sri	3.44032345172235e-09	0.252165881357548	0.782	0.708	5.69923983012324e-05
Ndfip1	3.47724330817568e-09	0.273639228581318	0.904	0.883	5.76040126432383e-05
Il4ra	3.72636666734084e-09	0.316799916815811	0.446	0.303	6.17309902111684e-05
Cox7c	3.81667952463776e-09	-0.228634590834865	0.906	0.926	6.32271130051491e-05
Thap3	4.0828869885228e-09	-0.232392580917277	0.187	0.3	6.76371058518687e-05
Cd5	4.1883023503206e-09	-0.404609033368188	0.335	0.446	6.9383416735411e-05
Sf3b6	4.32444707321350e-09	0.243600427369497	0.766	0.68	7.16387902148548e-05
Sh3bgrl3	4.57302529296114e-09	0.177457968079955	0.985	0.976	7.57567370031942e-05
Gnptab	4.865169498323e-09	0.233325261260537	0.318	0.189	8.05963979092188e-05
Polr2j	4.90566577155159e-09	0.267102768474861	0.47	0.336	8.12672591715236e-05
Dusp5	5.05940264010977e-09	-0.407350344065694	0.834	0.836	8.38140641360585e-05
Tfrc	5.08968100776467e-09	0.315293883301977	0.32	0.2	8.43156555746296e-05
Atp5g1	5.13881233123292e-09	0.256321079627595	0.753	0.639	8.51295650792045e-05
Tmed2	5.60399533287854e-09	0.229894996195536	0.816	0.754	9.28357866844658e-05
Morf4l2	5.96215560325606e-09	0.278153725007434	0.456	0.319	9.87690697235399e-05
Cd8a	5.98683208897062e-09	0.398762707797149	0.575	0.438	9.91778603858873e-05
Magohb	7.06063513958056e-09	0.284715568060392	0.316	0.2	0.000116966481722292
Ccdc107	7.30014079864821e-09	0.236241517944127	0.314	0.188	0.000120934132470406
Irf2bp2	8.07927556043971e-09	-0.302913028195081	0.419	0.543	0.000133841278934244
Oas2	8.08966856750043e-09	-0.223963677372645	0.075	0.151	0.000134013449489212
Sdf4	8.55307299745241e-09	0.327809185216709	0.794	0.756	0.000141690207275797
Jdp2	9.16627193532843e-09	0.248869343275656	0.171	0.077	0.000151848460880651
Tubb6	9.77682405628271e-09	0.151716480620978	0.194	0.091	0.000161962867316379
Lgals9	9.87809320793811e-09	-0.309135795736147	0.432	0.535	0.000163640492082703
Gtf2b	1.02569303579131e-08	0.342039571353648	0.612	0.502	0.000169916308309188
Cdkn1b	1.0840329726603e-08	-0.38706695533834	0.525	0.615	0.000179580902250905
Pomp	1.10199379030902e-08	0.254069356988988	0.797	0.746	0.000182556291302592
Chmp4b	1.12288463401116e-08	-0.296700234225868	0.764	0.809	0.000186017068470289
Slc30a9	1.19677462893802e-08	0.206094740225864	0.313	0.188	0.000198257685029873
Galk1	1.34469903096155e-08	0.231149483614159	0.205	0.106	0.000222762841469091
Taf4b	1.40881940035835e-08	0.270508504910015	0.148	0.062	0.000233385021863364
Cuedc2	1.41775542206047e-08	0.220687791820028	0.346	0.219	0.000234865363218538
Nucb1	1.50099354372543e-08	0.281799777855526	0.487	0.358	0.000248654590453555
Ptprj	1.51617563573417e-08	0.196744579866557	0.166	0.074	0.000251169655815723
Emc4	1.56203868987813e-08	0.221003835244307	0.34	0.213	0.00025876732936521
Pebp1	1.58656414292251e-08	0.282934530628355	0.616	0.522	0.000262830215916542
Dhx58	1.6213245705695e-08	-0.332411228517887	0.213	0.315	0.000268588628360544
Clec2d	1.65232495893966e-08	-0.268290710787023	0.243	0.349	0.000273724152697945
Ptms	1.75025233673539e-08	0.394043252086999	0.544	0.438	0.000289946802103585
Shisa5	1.78229829957289e-08	-0.214887454146752	0.974	0.984	0.000295255536307244
Il18rap	1.83923379911029e-08	0.304225195500846	0.38	0.249	0.000304687471160611
Egr1	1.85862903489731e-08	-0.405624550941922	0.395	0.503	0.000307900485921089
Ccr2	1.91617293608746e-08	-0.293825633532686	0.192	0.3	0.000317433208592248
Emc7	1.92997076047923e-08	0.3021683313422	0.516	0.396	0.00031971895618099
Mrps6	1.93059702095537e-08	0.299891212538869	0.36	0.232	0.000319822702491466
Ddx58	1.93374946579355e-08	-0.37304914722775	0.383	0.483	0.000320344936503359
Thyn1	2.02750758773973e-08	0.210980795323925	0.246	0.139	0.000335876906984963
S100a1	2.03380227872522e-08	0.185847699953716	0.106	0.033	0.000336919685493621
Agpat4	2.06237180611899e-08	0.212581778155416	0.283	0.166	0.000341652513401673
Hip1r	2.34346775860675e-08	0.278042723143573	0.392	0.257	0.000388218868890794
Ppp1cc	2.3856754928323e-08	0.275407219925178	0.749	0.651	0.000395211002142599
Trac	2.473235402114e-08	-0.282388275880849	0.887	0.905	0.000409716176714205
Rnf130	2.51243333312006e-08	0.259156605552727	0.276	0.166	0.000416209705964668
Snx9	2.54360696725564e-08	0.204273002974982	0.172	0.08	0.00042137393019557
Fam174a	2.70992253978123e-08	0.218629636974969	0.304	0.185	0.000448925767940158
Igfbp7	2.76650305570473e-08	0.271756401673203	0.124	0.046	0.000458298896208046
Lax1	2.78518398018324e-08	-0.321406251246456	0.364	0.468	0.000461393578157156
Gprin3	2.84149389931315e-08	-0.238704342097736	0.074	0.148	0.000470721879360216
Dtymk	2.85504061671433e-08	0.282371311751429	0.328	0.216	0.000472966028564897
Gm50012	2.9035819811219e-08	0.220898325153656	0.179	0.087	0.000481007390992655
Gm42418	2.91176714457939e-08	-0.185120950372538	0.999	0.998	0.000482363345171021
Lfng	2.96068965038511e-08	0.270674647878866	0.394	0.262	0.000490467847482797
Gm26917	2.98253113629148e-08	0.440992487670124	0.494	0.369	0.000494086108038047
Tra2b	3.05626390945262e-08	-0.257783157149348	0.806	0.833	0.00050630067923992
Calu	3.24449762672552e-08	0.175435868397203	0.221	0.115	0.00053748347684335
Oas1a	3.29103412009373e-08	-0.302833994330288	0.204	0.301	0.000545192712334727
Pgls	3.66560785330261e-08	0.320695315855636	0.611	0.536	0.00060724459697811
Rgs3	3.6671190468264e-08	-0.375094046615014	0.199	0.287	0.000607494941297262
X5430416N02Rik	3.71941010301283e-08	-0.375034589574551	0.204	0.295	0.000616157477665105
Psmd1	4.01600099600538e-08	0.22650388740747	0.361	0.237	0.000665290724998251
Nek8	4.23565248614135e-08	0.142302049651733	0.105	0.033	0.000701678190854176
Tmed3	4.2909810531473e-08	0.243657523254211	0.279	0.167	0.000710843921264381
Bcl11b	4.50197174617277e-08	-0.322127321911674	0.459	0.555	0.000745796639470981
Peli1	4.5575529381282e-08	-0.291567447784272	0.745	0.774	0.000755004219730318
Ndufb1.ps	4.57052093735949e-08	-0.253387959063017	0.608	0.669	0.000757152498482973
Spag9	4.59419449999784e-08	0.306570810758966	0.601	0.467	0.000761074260869643
Asxl1	4.60691711015938e-08	-0.203543830536539	0.091	0.167	0.000763181888469003
Eif3c	4.73840949113452e-08	0.236182095786001	0.681	0.547	0.000784964916301344
Fxyd5	4.84805312394232e-08	0.2058177004135	0.987	0.986	0.000803128480512285
Nfe2l2	5.06027783084606e-08	-0.324869758329637	0.28	0.383	0.000838285625457959
Hint1	5.06152468617457e-08	0.25179853294969	0.864	0.828	0.000838492179511678
Hspa9	5.11671725486847e-08	0.260344715529656	0.375	0.256	0.000847635380441511
Bcap29	5.29564440557914e-08	0.183759201694653	0.281	0.164	0.00087727645222824
Pde4a	5.48880432332146e-08	0.208809240435883	0.142	0.06	0.000909275324201433
Psmb5	5.78205202110187e-08	0.244405958877882	0.653	0.557	0.000957854737815736
Tm9sf2	5.80409336236806e-08	0.267690137504112	0.317	0.207	0.000961506106409893
Pkp4	5.8901669926971e-08	0.253799789679538	0.242	0.139	0.000975765064010202
Gse1	6.16342061506783e-08	0.220003448650797	0.307	0.189	0.00102103225909214
Srgn	6.24038549274992e-08	0.177617091248351	0.997	0.995	0.00103378226072895
B4galnt1	6.49712312877865e-08	0.278392760877066	0.649	0.535	0.00107631341751347
Irgm1	6.60229965040376e-08	-0.394980213070913	0.347	0.435	0.00109373696008589
Snrnp25	6.6230219716668e-08	0.219366196973805	0.308	0.192	0.00109716981982632
Fndc3b	6.73335946960777e-08	0.160128058602081	0.111	0.038	0.00111544832973522
Glipr1	6.75911084657436e-08	0.304706593477411	0.395	0.276	0.00111971430284351
Ssbp3	6.79976555530495e-08	0.207426509828891	0.34	0.224	0.00112644916189182
Igf2r	6.80287930379487e-08	0.242697376921839	0.345	0.226	0.00112696498546666
Ppm1k	6.96700011105493e-08	-0.233353698421262	0.073	0.142	0.00115415323839736
Pim1	6.97442475861963e-08	-0.316168821897752	0.866	0.886	0.00115538320551293
Trim12a	7.07364451147865e-08	-0.309586163373468	0.503	0.599	0.00117181994977155
Zfp326	7.2163616894333e-08	0.24034810471589	0.268	0.159	0.00119546247747152
Pdcd4	7.7129301157509e-08	-0.352677150164642	0.556	0.632	0.00127772400297529
Rnf114	7.8616232595882e-08	-0.318620151084844	0.479	0.557	0.00130235650918338
Map2k3	7.95066235785135e-08	0.293834087975996	0.579	0.456	0.00131710672620165
Vsir	8.12366299980664e-08	-0.319806593641375	0.331	0.432	0.00134576601254797
Yif1b	8.19282635761305e-08	0.211919904666425	0.283	0.174	0.00135722361440218
X4921524J17Rik	8.29238675617705e-08	-0.345605767876554	0.274	0.366	0.00137371679002829
Gm11808	8.39658446813878e-08	-0.303505116728071	0.574	0.631	0.00139097818299187
Anxa5	8.46539863448075e-08	0.311331808428827	0.502	0.382	0.00140237793778808
Gm45716	8.62387701807655e-08	0.235613068886599	0.356	0.235	0.00142863146681456
Ssr1	9.32842909348721e-08	0.280249077294898	0.52	0.402	0.00154534756362709
Parp10	9.42731660317718e-08	-0.263022612315969	0.194	0.289	0.00156172926848233
Zfp36l1	1.00033001065135e-07	-0.485814700890029	0.552	0.603	0.00165714669564503
Zbtb1	1.04625118609305e-07	0.366852312986151	0.455	0.338	0.00173321971488175
Akap9	1.14850340490259e-07	0.227362466705456	0.375	0.251	0.00190261074056162
Cox4i1	1.15046292710741e-07	0.13614627313396	0.965	0.967	0.00190585688504613
Btbd1	1.22340515796023e-07	0.216042605832598	0.326	0.21	0.00202669298467691
Hdac1	1.22510615768308e-07	0.262419280410202	0.472	0.347	0.00202951086081779
Akt1	1.22779471831933e-07	0.186117431162119	0.35	0.23	0.0020339647303678
Tulp4	1.228642171708e-07	0.232025725556268	0.295	0.181	0.00203536862165148
Zmiz1	1.23196493022185e-07	0.272502277992245	0.414	0.29	0.00204087310340551
Slc25a5	1.2324957548657e-07	0.242623638241791	0.874	0.819	0.00204175246751052
Rcn2	1.24542085062728e-07	0.205443828485524	0.221	0.12	0.00206316418114915
Igtp	1.27298932730479e-07	-0.375624793184533	0.484	0.573	0.00210883411961312
Eif3e	1.400371100319e-07	0.208204683146507	0.838	0.773	0.00231985476478845
Atp5b	1.42202762127993e-07	0.209164471565574	0.883	0.866	0.00235573095741233
Nhp2	1.42223686636523e-07	0.258167208398562	0.424	0.308	0.00235607759282063
Stmn1	1.45843757363203e-07	0.255028300291187	0.387	0.259	0.00241604768447881
Coro1a	1.49894513607263e-07	-0.165969070267499	0.966	0.979	0.00248315251241791
Sash3	1.53110133936852e-07	-0.345294872566529	0.287	0.379	0.00253642247879789
Sar1a	1.55353764989577e-07	0.253117725930487	0.571	0.443	0.00257359047081733
Agpat5	1.60206460697687e-07	0.234330856889166	0.296	0.186	0.00265398022791788
Fam20a	1.6322641098501e-07	0.135590242795223	0.113	0.041	0.00270400872437768
Cd52	1.65571007571402e-07	0.170680481889264	0.992	0.989	0.00274284931142785
Fbl	1.65809788543891e-07	0.28978452698757	0.497	0.383	0.0027468049570181
Atp6v0c	1.67547629411812e-07	0.21499462698869	0.858	0.797	0.00277559402883608
Ccl7	1.68528527486874e-07	-0.361021605704384	0.137	0.224	0.00279184358634755
H2.Aa	1.72517778393686e-07	0.213794514428652	0.456	0.331	0.0028579295168698
Qdpr	1.72759316870914e-07	0.179647163706463	0.253	0.151	0.00286193084328355
Mrpl55	1.73205532015591e-07	0.183855825765429	0.245	0.144	0.00286932284337028
Sft2d2	1.75966325729087e-07	0.260710612901636	0.301	0.191	0.00291505815202806
Hist1h4i	1.79378549582602e-07	-0.321474609030949	0.151	0.233	0.00297158505238538
Slc38a2	1.7983714450442e-07	-0.279065097469534	0.717	0.763	0.00297918213586022
Pdia3	1.81281145636995e-07	0.223118395066077	0.808	0.756	0.00300310345862247
Nrn1	1.81589813521471e-07	0.264039528286594	0.11	0.041	0.00300821685079668
Sipa1	1.88461046806154e-07	-0.251105766486477	0.272	0.368	0.00312204570139075
Ppp1r14b	1.96969412870374e-07	0.298237413725486	0.458	0.341	0.00326299529361061
Baz1a	2.01339984859231e-07	0.278589479088117	0.616	0.497	0.00333539818917803
Chd4	2.05811464596238e-07	0.283147890780448	0.657	0.554	0.00340947272250128
Sv2c	2.06634078204547e-07	0.217105761206346	0.145	0.065	0.00342310013953653
Serpinb6a	2.12557548987241e-07	0.311977212714401	0.374	0.262	0.00352122835652264
Jtb	2.17289118596753e-07	0.199163080620317	0.438	0.306	0.00359961153867381
Nfkbie	2.32805312970419e-07	0.218864428728638	0.379	0.26	0.00385665281466797
Dusp16	2.38307886232372e-07	0.19612836084482	0.157	0.076	0.00394780844332548
Cemip2	2.39830187879878e-07	0.189509408757271	0.241	0.137	0.00397302689241805
B930095G15Rik	2.40305201647994e-07	0.175578004825433	0.128	0.054	0.00398089597050066
Tmbim1	2.46205080394679e-07	0.164239210563155	0.146	0.066	0.00407863336181825
Btg2	2.50714640595093e-07	-0.401044393744299	0.798	0.828	0.0041533387360983
Yeats4	2.56952138635296e-07	0.230371348916056	0.445	0.325	0.00425666912863232
H2.Ab1	2.65146969982763e-07	0.307469052060556	0.449	0.338	0.00439242470473446
Apbb1ip	2.75527718724591e-07	-0.2413534098218	0.419	0.514	0.00456439218839158
Rnf213	2.82782306666408e-07	-0.266680323219169	0.589	0.672	0.00468457169223571
Trim30c	2.85114838679783e-07	-0.216218415462811	0.045	0.101	0.00472321241756928
Arl13b	2.88133464289183e-07	0.216249756297044	0.236	0.134	0.00477321896941461
Pdia6	2.94708318626544e-07	0.293546136971045	0.506	0.394	0.00488213800636733
Fgl2	2.97364405118462e-07	0.227589205766002	0.529	0.399	0.00492613873519244
Gpx4	3.02990698677965e-07	0.220324642836873	0.842	0.789	0.00501934391429916
Rrbp1	3.08768897139582e-07	0.244480085331148	0.547	0.423	0.00511506555001431
Guk1	3.10644809756342e-07	0.196406760290931	0.348	0.229	0.00514614191842356
Rnf125	3.14148535212657e-07	0.257765387117833	0.618	0.489	0.00520418463433287
Ptprs	3.1908175807778e-07	0.167865680313245	0.132	0.057	0.00528590840431651
Gm28112	3.21817280543835e-07	0.221044842539948	0.22	0.125	0.00533122506948917
Anapc5	3.25509347037092e-07	0.218806914721005	0.385	0.27	0.00539238784301647
C1qbp	3.32489784138524e-07	0.216463666612811	0.38	0.262	0.00550802576403879
Pnrc2	3.5274301483861e-07	-0.308389040448644	0.283	0.372	0.00584354078381641
Rab43	3.53529131598469e-07	0.250596347444696	0.253	0.155	0.00585656359406024
Selenof	3.5644080325373e-07	0.248245043102157	0.68	0.584	0.00590479834670129
Thy1	3.65486984729229e-07	0.323641252484157	0.784	0.748	0.0060546573890244
Tmem30a	3.68504961776411e-07	0.256031808838641	0.533	0.412	0.00610465319678802
Suox	3.72794215274189e-07	0.148249621792932	0.116	0.046	0.00617570897023222
Btf3	3.76652827664657e-07	0.141860652839053	0.978	0.97	0.00623963074309271
Kras	3.81010106680387e-07	0.251738961012409	0.652	0.525	0.0063118134272673
Ern1	4.24162227794595e-07	0.206981467964892	0.188	0.099	0.00702667146564526
Relb	4.31262658223465e-07	0.290848055950412	0.48	0.366	0.00714429719612993
Scd2	4.38611033312945e-07	0.204090817485634	0.16	0.08	0.00726603037786225
Pspc1	4.41574471510672e-07	0.173379678748417	0.265	0.158	0.00731512269504579
Twsg1	4.73129460059142e-07	0.130120178535376	0.139	0.062	0.00783786263533975
Tnfrsf18	4.83903956403208e-07	0.226661175913126	0.797	0.735	0.00801635294177554
Ptpmt1	5.1159746093441e-07	0.189537709909039	0.254	0.151	0.00847512353783944
Larp1b	5.18699520142129e-07	0.205191874411051	0.211	0.12	0.0085927762506745
Ifngr1	5.21319933379449e-07	0.223626404839555	0.965	0.961	0.00863618601636396
Fosl2	5.59034750398585e-07	0.112961978788828	0.715	0.554	0.00926096967510295
